0,1
1486.92,1500.0
1486.74,1500.0
1486.66,1500.0
1486.58,1500.0
1486.43,1500.0
1486.33,1500.0
1486.34,1500.0
1486.32,1500.0
1486.37,1500.0
1486.44,1500.0
1486.4,1500.0
1486.36,1500.0
1486.3,1500.0
1486.23,1500.0
1486.15,1500.0
1486.05,1500.0
1486.08,1500.0
1486.07,1500.0
1486.09,1500.0
1486.18,1500.0
1486.25,1500.0
1486.22,1500.0
1486.2,1500.0
1486.19,1500.0
1485.96,1500.0
1485.94,1500.0
1485.92,1500.0
1485.98,1500.0
1486.04,1500.0
1486.29,1500.0
1486.52,1500.0
1486.62,1500.0
1486.67,1500.0
1486.69,1500.0
1486.59,1500.0
1486.56,1500.0
1486.55,1500.0
1486.47,1500.0
1486.38,1500.0
1486.41,1500.0
1486.61,1500.0
1486.77,1500.0
1486.8,1500.0
1486.73,1500.0
1486.78,1500.0
1486.76,1500.0
1486.65,1500.0
1486.72,1500.0
1486.63,1500.0
1486.7,1500.0
1486.48,1500.0
1486.11,1500.0
1486.27,1500.0
1486.85,1500.0
1486.94,1500.0
1486.87,1500.0
1486.81,1500.0
1486.49,1500.0
1486.45,1500.0
1486.51,1500.0
1486.14,1500.0
1486.03,1500.0
1486.01,1500.0
1486.12,1500.0
1486.98,1500.0
1487.05,1500.0
1487.12,1500.0
1487.17,1500.0
1487.27,1500.0
1487.35,1500.0
1487.5,1500.0
1487.7,1500.0
1487.86,1500.0
1487.89,1500.0
1487.79,1500.0
1487.87,1500.0
1487.96,1500.0
1487.72,1500.0
1487.57,1500.0
1487.42,1500.0
1487.34,1500.0
1487.1,1500.0
1486.96,1500.0
1486.99,1500.0
1486.26,1500.0
1485.93,1500.0
1485.83,1500.0
1485.69,1500.0
1485.56,1500.0
1485.51,1500.0
1485.61,1500.0
1485.67,1500.0
1485.63,1500.0
1485.71,1500.0
1485.76,1500.0
1485.82,1500.0
1485.89,1500.0
1485.79,1500.0
1485.78,1500.0
1485.72,1500.0
1485.86,1500.0
1486.16,1500.0
1486.84,1500.0
1486.91,1500.0
1487.02,1500.0
1487.09,1500.0
1487.24,1500.0
1487.23,1500.0
1487.31,1500.0
1487.36,1500.0
1487.32,1500.0
1487.39,1500.0
1487.43,1500.0
1487.46,1500.0
1487.47,1500.0
1487.56,1500.0
1487.63,1500.0
1487.61,1500.0
1487.58,1500.0
1487.53,1500.0
1487.41,1500.0
1487.25,1500.0
1487.18,1500.0
1487.07,1500.0
1487.13,1500.0
1487.16,1500.0
1487.06,1500.0
1487.01,1500.0
1485.97,1500.0
1485.91,1500.0
1485.9,1500.0
1486.83,1500.0
1486.95,1500.0
1487.14,1500.0
1487.03,1500.0
1486.89,1500.0
1486.88,1500.0
1486.6,1500.0
1486.54,1500.0
1485.85,1500.0
1485.74,1500.0
1485.68,1500.0
1485.57,1500.0
1485.49,1500.0
1485.43,1500.0
1485.46,1500.0
1485.53,1500.0
1485.64,1500.0
1487.93,1500.0
1488.23,1500.0
1488.43,1500.0
1488.7,1500.0
1488.99,1500.0
1489.3,1500.0
1489.57,1500.0
1489.48,1500.0
1489.28,1500.0
1489.36,1500.0
1489.71,1500.0
1490.01,1500.0
1490.47,1500.0
1490.84,1500.0
1491.01,1500.0
1491.08,1500.0
1491.09,1500.0
1491.13,1500.0
1491.19,1500.0
1491.27,1500.0
1491.34,1500.0
1491.37,1500.0
1491.28,1500.0
1491.39,1500.0
1491.68,1500.0
1491.96,1500.0
1492.26,1500.0
1492.53,1500.0
1492.86,1500.0
1493.64,1500.0
1494.32,1500.0
1495.08,1500.0
1495.81,1500.0
1496.67,1500.0
1497.3,1500.0
1497.6,1500.0
1497.73,1500.0
1497.87,1500.0
1498.0,1500.0
1497.41,1500.0
1496.93,1500.0
1496.43,1500.0
1495.95,1500.0
1495.56,1500.0
1495.45,1500.0
1494.94,1500.0
1494.66,1500.0
1494.47,1500.0
1493.96,1500.0
1493.56,1500.0
1493.05,1500.0
1492.59,1500.0
1492.04,1500.0
1491.17,1500.0
1490.26,1500.0
1490.1,1500.0
1489.9,1500.0
1489.65,1500.0
1489.43,1500.0
1489.27,1500.0
1489.06,1500.0
1488.74,1500.0
1488.51,1500.0
1488.26,1500.0
1487.98,1500.0
1487.71,1500.0
1487.74,1500.0
1487.68,1500.0
1487.67,1500.0
1487.54,1500.0
1487.52,1500.0
1487.76,1500.0
1487.75,1500.0
1487.81,1500.0
1488.04,1500.0
1488.12,1500.0
1488.29,1500.0
1488.16,1500.0
1488.07,1500.0
1488.05,1500.0
1488.19,1500.0
1488.32,1500.0
1488.4,1500.0
1488.39,1500.0
1488.5,1500.0
1488.61,1500.0
1488.67,1500.0
1488.76,1500.0
1488.73,1500.0
1488.63,1500.0
1488.62,1500.0
1488.66,1500.0
1488.58,1500.0
1488.36,1500.0
1488.34,1500.0
1488.44,1500.0
1488.52,1500.0
1488.59,1500.0
1488.56,1500.0
1488.45,1500.0
1488.33,1500.0
1488.21,1500.0
1488.03,1500.0
1488.0,1500.0
1487.97,1500.0
1488.01,1500.0
1488.1,1500.0
1488.14,1500.0
1488.3,1500.0
1488.87,1500.0
1488.98,1500.0
1489.02,1500.0
1488.96,1500.0
1488.92,1500.0
1488.9,1500.0
1488.77,1500.0
1488.72,1500.0
1488.79,1500.0
1488.84,1500.0
1489.05,1500.0
1489.21,1500.0
1489.31,1500.0
1489.41,1500.0
