0,1,2,3
8.842058823529412,0.0,0.0,0.0
4.416176470588235,0.0,0.0,0.0
297.21352941176474,0.0,0.0,0.0
443.6170588235294,0.0,0.0,0.0
531.474705882353,0.0,0.0,0.0
590.030294117647,0.0,0.0,0.0
631.9888235294118,0.0,0.0,0.0
663.3582352941177,0.0,0.0,0.0
687.8364705882352,0.0,0.0,0.0
707.4229411764705,0.0,0.0,0.0
794.9117647058823,0.0,0.0,0.0
883.2741176470588,0.0,0.0,0.0
883.3711764705881,0.0,0.0,0.0
883.4585294117646,0.0,0.0,0.0
883.5652941176471,0.0,0.0,0.0
883.6623529411766,0.0,0.0,0.0
883.6623529411766,0.0,0.0,0.0
883.8758823529412,0.0,0.0,0.0
883.9050000000001,0.0,0.0,0.0
883.9341176470589,0.0,0.0,0.0
883.9341176470589,0.0,0.0,0.0
1029.8426470588236,0.0,0.0,0.0
1029.8717647058822,0.0,0.0,0.0
1029.8620588235294,0.0,0.0,0.0
1029.7358823529412,0.0,0.0,0.0
1029.6582352941175,0.0,0.0,0.0
1029.580588235294,0.0,0.0,0.0
1029.444705882353,0.0,0.0,0.0
1029.3476470588234,0.0,0.0,0.0
1029.2408823529413,0.0,0.0,0.0
1029.1632352941174,0.0,0.0,0.0
883.2644117647059,0.0,0.0,0.0
883.1576470588235,0.0,0.0,0.0
883.1673529411764,0.0,0.0,0.0
883.1770588235295,0.0,0.0,0.0
883.2741176470588,0.0,0.0,0.0
883.3517647058824,0.0,0.0,0.0
883.3517647058824,0.0,0.0,0.0
883.4391176470589,0.0,0.0,0.0
883.4391176470589,0.0,0.0,0.0
883.5167647058823,0.0,0.0,0.0
883.4391176470589,0.0,0.0,0.0
883.5167647058823,0.0,0.0,0.0
883.419705882353,0.0,0.0,0.0
883.419705882353,0.0,0.0,0.0
883.3323529411765,0.0,0.0,0.0
883.245,0.0,0.0,0.0
883.2644117647059,0.0,0.0,0.0
883.2644117647059,0.0,0.0,0.0
883.3420588235294,0.0,0.0,0.0
883.2644117647059,0.0,0.0,0.0
883.3420588235294,0.0,0.0,0.0
883.3420588235294,0.0,0.0,0.0
883.3517647058824,0.0,0.0,0.0
883.3517647058824,0.0,0.0,0.0
883.3517647058824,0.0,0.0,0.0
883.4391176470589,0.0,0.0,0.0
883.3420588235294,0.0,0.0,0.0
883.2644117647059,0.0,0.0,0.0
883.1770588235295,0.0,0.0,0.0
883.1770588235295,0.0,0.0,0.0
883.1770588235295,0.0,0.0,0.0
883.0994117647058,0.0,0.0,0.0
883.1770588235295,0.0,0.0,0.0
883.2741176470588,0.0,0.0,0.0
883.3711764705881,0.0,0.0,0.0
883.2838235294116,0.0,0.0,0.0
883.3808823529412,0.0,0.0,0.0
883.3808823529412,0.0,0.0,0.0
883.4585294117646,0.0,0.0,0.0
883.5458823529411,0.0,0.0,0.0
883.5458823529411,0.0,0.0,0.0
883.7011764705883,0.0,0.0,0.0
883.7885294117648,0.0,0.0,0.0
883.7691176470587,0.0,0.0,0.0
883.8467647058824,0.0,0.0,0.0
884.0117647058823,0.0,0.0,0.0
884.0797058823529,0.0,0.0,0.0
884.235,0.0,0.0,0.0
884.2544117647058,0.0,0.0,0.0
884.3514705882352,0.0,0.0,0.0
884.4388235294117,0.0,0.0,0.0
884.5067647058823,0.0,0.0,0.0
884.5844117647059,0.0,0.0,0.0
884.6717647058824,0.0,0.0,0.0
884.6717647058824,0.0,0.0,0.0
884.6814705882354,0.0,0.0,0.0
884.6814705882354,0.0,0.0,0.0
884.6911764705882,0.0,0.0,0.0
884.7591176470589,0.0,0.0,0.0
884.8270588235293,0.0,0.0,0.0
884.8173529411765,0.0,0.0,0.0
884.8270588235293,0.0,0.0,0.0
884.8464705882352,0.0,0.0,0.0
884.8561764705883,0.0,0.0,0.0
884.8464705882352,0.0,0.0,0.0
884.8270588235293,0.0,0.0,0.0
884.7494117647058,0.0,0.0,0.0
884.6523529411764,0.0,0.0,0.0
884.5747058823529,0.0,0.0,0.0
884.409705882353,0.0,0.0,0.0
884.409705882353,0.0,0.0,0.0
884.2544117647058,0.0,0.0,0.0
884.0797058823529,0.0,0.0,0.0
883.9826470588235,0.0,0.0,0.0
883.9050000000001,0.0,0.0,0.0
883.8273529411765,0.0,0.0,0.0
883.8273529411765,0.0,0.0,0.0
883.8370588235294,0.0,0.0,0.0
883.9341176470589,0.0,0.0,0.0
884.0214705882353,0.0,0.0,0.0
883.9535294117647,0.0,0.0,0.0
883.8758823529412,0.0,0.0,0.0
883.8758823529412,0.0,0.0,0.0
883.8758823529412,0.0,0.0,0.0
883.9729411764706,0.0,0.0,0.0
884.0505882352942,0.0,0.0,0.0
884.0699999999999,0.0,0.0,0.0
884.0505882352942,0.0,0.0,0.0
884.0505882352942,0.0,0.0,0.0
884.0408823529413,0.0,0.0,0.0
883.9438235294117,0.0,0.0,0.0
884.0408823529413,0.0,0.0,0.0
884.0408823529413,0.0,0.0,0.0
883.9535294117647,0.0,0.0,0.0
883.8661764705882,0.0,0.0,0.0
883.7885294117648,0.0,0.0,0.0
883.6914705882353,0.0,0.0,0.0
883.6138235294118,0.0,0.0,0.0
883.5264705882353,0.0,0.0,0.0
883.4585294117646,0.0,0.0,0.0
883.5458823529411,0.0,0.0,0.0
883.5458823529411,0.0,0.0,0.0
883.6332352941175,0.0,0.0,0.0
883.7982352941177,0.0,0.0,0.0
883.8079411764705,0.0,0.0,0.0
883.9050000000001,0.0,0.0,0.0
883.9826470588235,0.0,0.0,0.0
884.0797058823529,0.0,0.0,0.0
884.0699999999999,0.0,0.0,0.0
884.0699999999999,0.0,0.0,0.0
884.0797058823529,0.0,0.0,0.0
884.1573529411764,0.0,0.0,0.0
884.0699999999999,0.0,0.0,0.0
884.0797058823529,0.0,0.0,0.0
884.1573529411764,0.0,0.0,0.0
884.0699999999999,0.0,0.0,0.0
884.2835294117648,0.0,0.0,0.0
884.2641176470587,0.0,0.0,0.0
884.3514705882352,0.0,0.0,0.0
884.4291176470588,0.0,0.0,0.0
884.409705882353,0.0,0.0,0.0
884.4000000000001,0.0,0.0,0.0
884.4000000000001,0.0,0.0,0.0
884.390294117647,0.0,0.0,0.0
884.3029411764705,0.0,0.0,0.0
884.3029411764705,0.0,0.0,0.0
884.0894117647059,0.0,0.0,0.0
