0.73,0.00,0.00,0.00
431.61,0.00,0.00,0.00
575.28,0.00,0.00,0.00
646.88,0.00,0.00,0.00
689.82,0.00,0.00,0.00
718.57,0.00,0.00,0.00
739.13,0.00,0.00,0.00
754.65,0.00,0.00,0.00
766.72,0.00,0.00,0.00
776.47,0.00,0.00,0.00
862.82,0.00,0.00,0.00
863.07,0.00,0.00,0.00
863.48,0.00,0.00,0.00
863.89,0.00,0.00,0.00
864.56,0.00,0.00,0.00
865.22,0.00,0.00,0.00
865.63,0.00,0.00,0.00
866.21,0.00,0.00,0.00
866.62,0.00,0.00,0.00
867.03,0.00,0.00,0.00
867.44,0.00,0.00,0.00
867.75,0.00,0.00,0.00
867.66,0.00,0.00,0.00
867.91,0.00,0.00,0.00
867.91,0.00,0.00,0.00
867.75,0.00,0.00,0.00
867.93,0.00,0.00,0.00
867.93,0.00,0.00,0.00
868.10,0.00,0.00,0.00
868.26,0.00,0.00,0.00
868.26,0.00,0.00,0.00
868.35,0.00,0.00,0.00
868.60,0.00,0.00,0.00
868.60,0.00,0.00,0.00
868.68,0.00,0.00,0.00
868.85,0.00,0.00,0.00
869.01,0.00,0.00,0.00
869.02,0.00,0.00,0.00
869.04,0.00,0.00,0.00
868.97,0.00,0.00,0.00
869.06,0.00,0.00,0.00
869.14,0.00,0.00,0.00
869.31,0.00,0.00,0.00
869.48,0.00,0.00,0.00
869.66,0.00,0.00,0.00
869.81,0.00,0.00,0.00
869.91,0.00,0.00,0.00
869.99,0.00,0.00,0.00
870.06,0.00,0.00,0.00
870.16,0.00,0.00,0.00
870.24,0.00,0.00,0.00
870.30,0.00,0.00,0.00
870.29,0.00,0.00,0.00
870.28,0.00,0.00,0.00
870.18,0.00,0.00,0.00
870.05,0.00,0.00,0.00
869.89,0.00,0.00,0.00
869.83,0.00,0.00,0.00
869.75,0.00,0.00,0.00
869.66,0.00,0.00,0.00
869.58,0.00,0.00,0.00
869.44,0.00,0.00,0.00
869.38,0.00,0.00,0.00
869.35,0.00,0.00,0.00
869.29,0.00,0.00,0.00
869.27,0.00,0.00,0.00
869.27,0.00,0.00,0.00
869.35,0.00,0.00,0.00
869.37,0.00,0.00,0.00
869.37,0.00,0.00,0.00
869.38,0.00,0.00,0.00
869.38,0.00,0.00,0.00
869.38,0.00,0.00,0.00
869.42,0.00,0.00,0.00
869.54,0.00,0.00,0.00
869.73,0.00,0.00,0.00
869.81,0.00,0.00,0.00
869.81,0.00,0.00,0.00
869.89,0.00,0.00,0.00
870.00,0.00,0.00,0.00
870.08,0.00,0.00,0.00
870.17,0.00,0.00,0.00
870.28,0.00,0.00,0.00
870.30,0.00,0.00,0.00
870.20,0.00,0.00,0.00
