0.00,0.00,0.00,0.00
151.47,0.00,0.00,0.00
202.00,0.00,0.00,0.00
227.24,0.00,0.00,0.00
242.38,0.00,0.00,0.00
252.49,0.00,0.00,0.00
259.83,0.00,0.00,0.00
271.61,0.00,0.00,0.00
275.09,0.00,0.00,0.00
277.89,0.00,0.00,0.00
308.19,0.00,0.00,0.00
308.21,0.00,0.00,0.00
308.21,0.00,0.00,0.00
314.98,0.00,0.00,0.00
314.99,0.00,0.00,0.00
314.99,0.00,0.00,0.00
314.91,0.00,0.00,0.00
309.82,0.00,0.00,0.00
309.83,0.00,0.00,0.00
309.83,0.00,0.00,0.00
309.83,0.00,0.00,0.00
309.83,0.00,0.00,0.00
309.83,0.00,0.00,0.00
303.07,0.00,0.00,0.00
310.23,0.00,0.00,0.00
310.23,0.00,0.00,0.00
310.23,0.00,0.00,0.00
310.24,0.00,0.00,0.00
310.24,0.00,0.00,0.00
310.24,0.00,0.00,0.00
310.24,0.00,0.00,0.00
310.31,0.00,0.00,0.00
310.31,0.00,0.00,0.00
310.32,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.19,0.00,0.00,0.00
303.19,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.12,0.00,0.00,0.00
303.14,0.00,0.00,0.00
303.12,0.00,0.00,0.00
303.12,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.16,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.26,0.00,0.00,0.00
303.35,0.00,0.00,0.00
303.35,0.00,0.00,0.00
303.34,0.00,0.00,0.00
303.42,0.00,0.00,0.00
303.40,0.00,0.00,0.00
303.40,0.00,0.00,0.00
303.48,0.00,0.00,0.00
303.44,0.00,0.00,0.00
303.43,0.00,0.00,0.00
303.36,0.00,0.00,0.00
303.28,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.28,0.00,0.00,0.00
303.20,0.00,0.00,0.00
303.22,0.00,0.00,0.00
303.32,0.00,0.00,0.00
303.24,0.00,0.00,0.00
303.24,0.00,0.00,0.00
303.24,0.00,0.00,0.00
303.23,0.00,0.00,0.00
303.22,0.00,0.00,0.00
303.22,0.00,0.00,0.00
303.20,0.00,0.00,0.00
303.20,0.00,0.00,0.00
303.28,0.00,0.00,0.00
303.18,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.26,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.28,0.00,0.00,0.00
303.19,0.00,0.00,0.00
303.19,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.10,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.11,0.00,0.00,0.00
303.12,0.00,0.00,0.00
303.14,0.00,0.00,0.00
303.14,0.00,0.00,0.00
303.14,0.00,0.00,0.00
303.12,0.00,0.00,0.00
303.12,0.00,0.00,0.00
303.14,0.00,0.00,0.00
303.14,0.00,0.00,0.00
303.20,0.00,0.00,0.00
303.28,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.27,0.00,0.00,0.00
303.35,0.00,0.00,0.00
303.44,0.00,0.00,0.00
303.44,0.00,0.00,0.00
303.45,0.00,0.00,0.00
303.52,0.00,0.00,0.00
303.60,0.00,0.00,0.00
303.61,0.00,0.00,0.00
303.63,0.00,0.00,0.00
303.71,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.86,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.96,0.00,0.00,0.00
303.94,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.93,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.89,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.89,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.80,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.75,0.00,0.00,0.00
303.75,0.00,0.00,0.00
303.75,0.00,0.00,0.00
303.75,0.00,0.00,0.00
303.73,0.00,0.00,0.00
303.72,0.00,0.00,0.00
303.72,0.00,0.00,0.00
303.64,0.00,0.00,0.00
303.73,0.00,0.00,0.00
303.76,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.77,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.78,0.00,0.00,0.00
303.86,0.00,0.00,0.00
303.86,0.00,0.00,0.00
303.86,0.00,0.00,0.00
303.86,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.89,0.00,0.00,0.00
303.89,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.92,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.90,0.00,0.00,0.00
303.89,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
303.88,0.00,0.00,0.00
